Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2020,Charles,MD,Passenger,0,1,1,75,76,1.32
February 29 2020,Klamath,OR,Passenger,1,0,1,27,28,3.57
January 31 2020,Franklin,WA,Passenger,65,81,146,62393,62539,0.23
February 29 2020,Lewis,WA,Truck,0,0,0,26874,26874,0.00
January 31 2020,Frederick,MD,Passenger,2,1,3,86,89,3.37
January 31 2020,Maui,HI,Passenger,1,0,1,37,38,2.63
February 29 2020,Lincoln,WA,Truck,0,0,0,4792,4792,0.00
January 31 2020,Chesapeake City,VA,Passenger,0,2,2,423,425,0.47
February 29 2020,Jefferson,NY,Passenger,0,1,1,227,228,0.44
January 31 2020,Mecklenburg,NC,Passenger,1,0,1,73,74,1.35
January 31 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
January 31 2020,Clallam,WA,Truck,1,0,1,22387,22388,0.00
January 31 2020,Clark,WA,Passenger,2056,1105,3161,325586,328747,0.96
February 29 2020,Kern,CA,Passenger,1,1,2,227,229,0.87
February 29 2020,Maui,HI,Passenger,1,0,1,35,36,2.78
January 31 2020,San Diego,CA,Passenger,9,9,18,2797,2815,0.64
January 31 2020,Harris,TX,Passenger,1,0,1,222,223,0.45
February 29 2020,Mason,OR,Passenger,2,0,2,18,20,10.00
February 29 2020,Larimer,CO,Passenger,0,1,1,43,44,2.27
January 31 2020,San Juan,WA,Passenger,269,87,356,14722,15078,2.36
January 31 2020,San Juan,WA,Truck,0,0,0,6096,6096,0.00
January 31 2020,Hidalgo,TX,Passenger,0,1,1,79,80,1.25
January 31 2020,Honolulu,HI,Passenger,3,0,3,444,447,0.67
January 31 2020,Palm Beach,FL,Passenger,0,1,1,69,70,1.43
February 29 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
January 31 2020,Douglas,WA,Passenger,69,39,108,28926,29034,0.37
January 31 2020,Shelby,TN,Passenger,0,1,1,93,94,1.06
February 29 2020,Lewis,WA,Passenger,117,115,232,60779,61011,0.38
February 29 2020,Montgomery,PA,Passenger,1,0,1,25,26,3.85
February 29 2020,Lincoln,WA,Passenger,3,12,15,8001,8016,0.19
March 31 2020,Oklahoma,OK,Passenger,0,2,2,119,121,1.65
January 31 2020,Solano,CA,Passenger,1,0,1,210,211,0.47
February 29 2020,Multnomah,OR,Passenger,4,7,11,694,705,1.56
January 31 2020,Spokane,WA,Truck,1,0,1,99952,99953,0.00
February 29 2020,Nassau,NY,Passenger,2,0,2,33,35,5.71
February 29 2020,Pend Oreille,WA,Truck,0,0,0,6004,6004,0.00
January 31 2020,King,WA,Truck,7,1,8,187271,187279,0.00
January 31 2020,Glacier,MT,Passenger,0,1,1,4,5,20.00
February 29 2020,Okanogan,WA,Truck,0,0,0,4112,4112,0.00
March 31 2020,Placer,CA,Passenger,1,0,1,82,83,1.20
January 31 2020,Thurston,WA,Truck,0,0,0,57011,57011,0.00
January 31 2020,Tipton,TN,Passenger,1,0,1,11,12,8.33
March 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
January 31 2020,Larimer,CO,Passenger,0,1,1,45,46,2.17
January 31 2020,Howard,MD,Passenger,0,1,1,88,89,1.12
February 29 2020,Pierce,WA,Truck,0,0,0,145407,145407,0.00
January 31 2020,Island,WA,Passenger,412,275,687,64737,65424,1.05
February 29 2020,Sacramento,CA,Passenger,1,0,1,263,264,0.38
January 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
January 31 2020,Lewis,WA,Truck,0,0,0,26882,26882,0.00
January 31 2020,Skagit,WA,Passenger,414,236,650,94458,95108,0.68
January 31 2020,Liberty,GA,Passenger,1,0,1,121,122,0.82
January 31 2020,Jefferson,NY,Passenger,0,1,1,228,229,0.44
January 31 2020,Snohomish,WA,Passenger,4441,1833,6274,547095,553369,1.13
January 31 2020,Snohomish,WA,Truck,0,0,0,127228,127228,0.00
February 29 2020,San Juan,WA,Truck,0,0,0,6095,6095,0.00
January 31 2020,Stevens,WA,Passenger,36,35,71,32358,32429,0.22
February 29 2020,Oklahoma,OK,Passenger,0,2,2,117,119,1.68
January 31 2020,Stevens,WA,Truck,0,0,0,19461,19461,0.00
March 31 2020,San Francisco,CA,Passenger,2,1,3,85,88,3.41
February 29 2020,Shelby,TN,Passenger,0,1,1,89,90,1.11
February 29 2020,Otero,NM,Passenger,0,1,1,37,38,2.63
January 31 2020,Kittitas,WA,Passenger,98,49,147,30757,30904,0.48
January 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
February 29 2020,Pend Oreille,WA,Passenger,9,7,16,9790,9806,0.16
March 31 2020,Sarasota,FL,Passenger,1,0,1,22,23,4.35
February 29 2020,Riverside,CA,Passenger,3,1,4,603,607,0.66
January 31 2020,Lincoln,WA,Passenger,3,11,14,8012,8026,0.17
February 29 2020,Skagit,WA,Passenger,414,237,651,94283,94934,0.69
January 31 2020,Travis,TX,Passenger,1,2,3,165,168,1.79
January 31 2020,Lincoln,WA,Truck,0,0,0,4810,4810,0.00
February 29 2020,Snohomish,WA,Passenger,4496,1848,6344,547375,553719,1.15
March 31 2020,Skamania,WA,Truck,0,0,0,4243,4243,0.00
February 29 2020,Benton,WA,Passenger,349,329,678,138002,138680,0.49
February 29 2020,Spokane,WA,Truck,1,0,1,100155,100156,0.00
February 29 2020,Saint Marys,MD,Passenger,1,0,1,196,197,0.51
March 31 2020,Spokane,WA,Passenger,744,510,1254,324868,326122,0.38
February 29 2020,Stevens,WA,Passenger,36,36,72,32282,32354,0.22
February 29 2020,Santa Clara,CA,Passenger,4,2,6,291,297,2.02
February 29 2020,Riley,KS,Passenger,1,0,1,64,65,1.54
February 29 2020,Thurston,WA,Passenger,1203,781,1984,202119,204103,0.97
January 31 2020,Montgomery,PA,Passenger,1,0,1,25,26,3.85
March 31 2020,Suffolk City,VA,Passenger,1,0,1,117,118,0.85
February 29 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
January 31 2020,Multnomah,OR,Passenger,4,7,11,693,704,1.56
February 29 2020,Cascade,MT,Passenger,0,1,1,58,59,1.69
February 29 2020,Chaves,NM,Passenger,1,0,1,9,10,10.00
February 29 2020,San Juan,WA,Passenger,283,87,370,14658,15028,2.46
February 29 2020,Santa Rosa,FL,Passenger,1,0,1,84,85,1.18
January 31 2020,Nassau,NY,Passenger,2,0,2,34,36,5.56
February 29 2020,Clallam,WA,Passenger,220,164,384,51710,52094,0.74
January 31 2020,Okanogan,WA,Truck,0,0,0,4121,4121,0.00
February 29 2020,Washtenaw,MI,Passenger,1,0,1,26,27,3.70
March 31 2020,Ventura,CA,Passenger,0,2,2,298,300,0.67
January 31 2020,Oklahoma,OK,Passenger,0,2,2,118,120,1.67
February 29 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
February 29 2020,Skamania,WA,Passenger,31,20,51,8991,9042,0.56
January 31 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
February 29 2020,Tulsa,OK,Passenger,0,1,1,44,45,2.22
January 31 2020,Otero,NM,Passenger,0,1,1,38,39,2.56
March 31 2020,Whatcom,WA,Truck,3,0,3,44156,44159,0.01
January 31 2020,Pierce,WA,Truck,0,0,0,145325,145325,0.00
January 31 2020,Pacific,WA,Truck,0,0,0,7946,7946,0.00
February 29 2020,Boone,MO,Passenger,0,1,1,8,9,11.11
January 31 2020,Pinal,AZ,Passenger,1,0,1,157,158,0.63
February 29 2020,Denton,TX,Passenger,1,0,1,66,67,1.49
February 29 2020,Walla Walla,WA,Passenger,69,63,132,37124,37256,0.35
February 29 2020,Boulder,CO,Passenger,1,1,2,40,42,4.76
January 31 2020,Pend Oreille,WA,Passenger,9,7,16,9802,9818,0.16
March 31 2020,Yakima,WA,Truck,0,0,0,61978,61978,0.00
January 31 2020,Pend Oreille,WA,Truck,0,0,0,6018,6018,0.00
February 29 2020,Thurston,WA,Truck,0,0,0,56949,56949,0.00
April 30 2020,,,Passenger,7,6,13,1920,1933,0.67
April 30 2020,Alexandria City,VA,Passenger,4,0,4,135,139,2.88
February 29 2020,Duval,FL,Passenger,1,1,2,346,348,0.57
March 31 2020,Benton,WA,Passenger,356,328,684,137915,138599,0.49
February 29 2020,Williamson,TX,Passenger,1,0,1,113,114,0.88
January 31 2020,Riverside,CA,Passenger,3,1,4,604,608,0.66
April 30 2020,Bartow,GA,Passenger,0,1,1,3,4,25.00
February 29 2020,Ferry,WA,Truck,0,0,0,3739,3739,0.00
February 29 2020,Wahkiakum,WA,Passenger,5,6,11,3089,3100,0.35
February 29 2020,Columbia,WA,Passenger,3,3,6,2499,2505,0.24
January 31 2020,Riley,KS,Passenger,1,0,1,65,66,1.52
March 31 2020,Ada,ID,Passenger,0,1,1,255,256,0.39
February 29 2020,Dekalb,GA,Passenger,1,0,1,73,74,1.35
March 31 2020,Clallam,WA,Passenger,229,168,397,51594,51991,0.76
March 31 2020,Alameda,CA,Passenger,2,0,2,254,256,0.78
January 31 2020,Sacramento,CA,Passenger,1,0,1,271,272,0.37
January 31 2020,Saint Marys,MD,Passenger,1,0,1,194,195,0.51
February 29 2020,Greene,MO,Passenger,0,1,1,19,20,5.00
February 29 2020,Whatcom,WA,Passenger,1100,509,1609,154334,155943,1.03
March 31 2020,Albemarle,VA,Passenger,1,0,1,26,27,3.70
January 31 2020,Santa Clara,CA,Passenger,4,2,6,302,308,1.95
February 29 2020,Douglas,NE,Passenger,0,1,1,50,51,1.96
February 29 2020,Whitman,WA,Truck,0,0,0,8820,8820,0.00
March 31 2020,Columbia,WA,Truck,0,0,0,1607,1607,0.00
February 29 2020,Douglas,OR,Passenger,1,0,1,44,45,2.22
March 31 2020,Asotin,WA,Truck,0,0,0,6874,6874,0.00
February 29 2020,Dupage,IL,Passenger,2,0,2,53,55,3.64
February 29 2020,Guilford,NC,Passenger,1,0,1,29,30,3.33
April 30 2020,Camden,GA,Passenger,1,1,2,151,153,1.31
January 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
February 29 2020,Harris,TX,Passenger,1,0,1,219,220,0.45
March 31 2020,Bexar,TX,Passenger,2,6,8,576,584,1.37
January 31 2020,Skamania,WA,Passenger,32,20,52,8995,9047,0.57
March 31 2020,Broward,FL,Passenger,1,1,2,106,108,1.85
February 29 2020,Honolulu,HI,Passenger,3,0,3,436,439,0.68
March 31 2020,Duval,FL,Passenger,0,1,1,344,345,0.29
February 29 2020,Guadalupe,TX,Passenger,2,0,2,52,54,3.70
January 31 2020,Tulsa,OK,Passenger,0,1,1,44,45,2.22
March 31 2020,Boulder,CO,Passenger,1,1,2,39,41,4.88
March 31 2020,Ferry,WA,Truck,0,0,0,3725,3725,0.00
March 31 2020,Brevard,FL,Passenger,0,1,1,74,75,1.33
April 30 2020,Columbia,GA,Passenger,1,1,2,149,151,1.32
February 29 2020,Hennepin,MN,Passenger,2,0,2,87,89,2.25
April 30 2020,Columbia,WA,Passenger,3,3,6,2479,2485,0.24
March 31 2020,Flathead,MT,Passenger,1,0,1,53,54,1.85
April 30 2020,Contra Costa,CA,Passenger,3,0,3,186,189,1.59
March 31 2020,Chelan,WA,Passenger,222,82,304,55669,55973,0.54
January 31 2020,Umatilla,WA,Passenger,0,0,0,4,4,0.00
January 31 2020,Wahkiakum,WA,Passenger,4,6,10,3107,3117,0.32
March 31 2020,Greene,MO,Passenger,0,1,1,20,21,4.76
January 31 2020,Walla Walla,WA,Passenger,66,62,128,37131,37259,0.34
March 31 2020,Hamilton,IN,Passenger,1,0,1,31,32,3.12
March 31 2020,Clark,NV,Passenger,2,1,3,634,637,0.47
April 30 2020,Dekalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2020,Clay,FL,Passenger,0,1,1,83,84,1.19
February 29 2020,Jefferson,WA,Truck,0,0,0,9854,9854,0.00
April 30 2020,Douglas,NE,Passenger,0,1,1,49,50,2.00
February 29 2020,Adams,WA,Truck,0,0,0,5446,5446,0.00
January 31 2020,Washtenaw,MI,Passenger,1,0,1,27,28,3.57
March 31 2020,Deschutes,OR,Passenger,2,0,2,123,125,1.60
April 30 2020,Douglas,OR,Passenger,1,0,1,38,39,2.56
February 29 2020,Albemarle,VA,Passenger,1,0,1,30,31,3.23
February 29 2020,Juneau,AK,Passenger,0,2,2,27,29,6.90
January 31 2020,Whatcom,WA,Passenger,1089,509,1598,154420,156018,1.02
February 29 2020,Alexandria City,VA,Passenger,4,0,4,138,142,2.82
April 30 2020,Dupage,IL,Passenger,2,0,2,49,51,3.92
January 31 2020,Whitman,WA,Truck,0,0,0,8835,8835,0.00
March 31 2020,Cowlitz,WA,Truck,0,0,0,29700,29700,0.00
February 29 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
January 31 2020,Williamson,TX,Passenger,1,0,1,118,119,0.84
March 31 2020,Douglas,OR,Passenger,1,0,1,41,42,2.38
February 29 2020,Asotin,WA,Truck,0,0,0,6905,6905,0.00
March 31 2020,Kent,MI,Passenger,0,1,1,20,21,4.76
March 31 2020,El Paso,TX,Passenger,2,0,2,440,442,0.45
February 29 2020,Arapahoe,CO,Passenger,1,0,1,130,131,0.76
February 29 2020,Nueces,TX,Passenger,1,0,1,84,85,1.18
March 31 2020,King,WA,Truck,6,1,7,187020,187027,0.00
April 30 2020,Guadalupe,TX,Passenger,2,0,2,51,53,3.77
April 30 2020,Guilford,NC,Passenger,1,0,1,29,30,3.33
February 29 2020,Broward,FL,Passenger,0,1,1,109,110,0.91
February 29 2020,Bay,FL,Passenger,1,0,1,37,38,2.63
March 31 2020,Glacier,MT,Passenger,0,1,1,5,6,16.67
March 31 2020,Fulton,GA,Passenger,1,2,3,100,103,2.91
February 29 2020,Caddo,LA,Passenger,1,0,1,13,14,7.14
February 29 2020,Bexar,TX,Passenger,2,6,8,594,602,1.33
February 29 2020,Osceola,FL,Passenger,1,0,1,34,35,2.86
April 30 2020,Harris,TX,Passenger,1,0,1,211,212,0.47
March 31 2020,Garfield,WA,Passenger,0,1,1,1367,1368,0.07
February 29 2020,Los Angeles,CA,Passenger,10,9,19,1000,1019,1.86
March 31 2020,Hennepin,MN,Passenger,2,0,2,83,85,2.35
March 31 2020,Grant,WA,Truck,0,0,0,28002,28002,0.00
April 30 2020,Honolulu,HI,Passenger,3,0,3,423,426,0.70
March 31 2020,Mason,OR,Passenger,1,0,1,18,19,5.26
February 29 2020,Chelan,WA,Passenger,217,81,298,55777,56075,0.53
February 29 2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09
March 31 2020,Jefferson,WA,Truck,0,0,0,9821,9821,0.00
February 29 2020,Montgomery,MD,Passenger,0,4,4,259,263,1.52
April 30 2020,Jefferson,WA,Truck,0,0,0,9766,9766,0.00
March 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
February 29 2020,Clark,WA,Truck,0,0,0,84059,84059,0.00
February 29 2020,San Mateo,CA,Passenger,0,1,1,117,118,0.85
April 30 2020,Juneau,AK,Passenger,0,2,2,26,28,7.14
March 31 2020,Island,WA,Truck,1,0,1,21784,21785,0.00
February 29 2020,Santa Barbara,CA,Passenger,1,0,1,91,92,1.09
February 29 2020,Clay,FL,Passenger,0,1,1,84,85,1.18
February 29 2020,Okanogan,,Passenger,31,23,54,20806,20860,0.26
April 30 2020,Kitsap,WA,Truck,1,0,1,55188,55189,0.00
February 29 2020,Oldham,KY,Passenger,0,1,1,3,4,25.00
April 30 2020,Klamath,OR,Passenger,1,0,1,26,27,3.70
March 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
February 29 2020,Pacific,WA,Passenger,39,34,73,16328,16401,0.45
March 31 2020,Multnomah,OR,Passenger,4,7,11,693,704,1.56
February 29 2020,Ferry,WA,Passenger,5,2,7,4540,4547,0.15
February 29 2020,Spartanburg,SC,Passenger,0,1,1,36,37,2.70
February 29 2020,Cowlitz,WA,Passenger,137,126,263,74826,75089,0.35
February 29 2020,Franklin,WA,Truck,0,0,0,20520,20520,0.00
February 29 2020,Pierce,WA,Passenger,2492,1809,4301,561429,565730,0.76
February 29 2020,Pinellas,FL,Passenger,1,1,2,88,90,2.22
March 31 2020,Lincoln,WA,Passenger,4,12,16,7967,7983,0.20
February 29 2020,Garfield,WA,Passenger,0,1,1,1366,1367,0.07
March 31 2020,Nueces,TX,Passenger,1,0,1,83,84,1.19
March 31 2020,Okanogan,,Passenger,31,23,54,20781,20835,0.26
February 29 2020,Douglas,WA,Truck,0,0,0,12651,12651,0.00
February 29 2020,Ramsey,MN,Passenger,1,0,1,35,36,2.78
March 31 2020,Osceola,FL,Passenger,1,0,1,35,36,2.78
March 31 2020,Manassas City,VA,Passenger,0,1,1,4,5,20.00
February 29 2020,Fairfax,VA,Passenger,5,4,9,735,744,1.21
February 29 2020,Harrison,MS,Passenger,1,0,1,64,65,1.54
March 31 2020,Mason,WA,Truck,0,0,0,21204,21204,0.00
April 30 2020,Maui,HI,Passenger,1,0,1,34,35,2.86
February 29 2020,Williams,ND,Passenger,0,1,1,14,15,6.67
February 29 2020,Fulton,GA,Passenger,1,2,3,99,102,2.94
February 29 2020,San Bernardino,CA,Passenger,0,1,1,453,454,0.22
March 31 2020,Prince William,VA,Passenger,2,3,5,229,234,2.14
March 31 2020,Ramsey,MN,Passenger,1,0,1,35,36,2.78
March 31 2020,Montgomery,AL,Passenger,0,1,1,36,37,2.70
February 29 2020,Yakima,WA,Passenger,135,126,261,170526,170787,0.15
February 29 2020,Grant,WA,Passenger,61,75,136,67274,67410,0.20
March 31 2020,Montgomery,MD,Passenger,0,4,4,254,258,1.55
February 29 2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
March 31 2020,Riverside,CA,Passenger,3,1,4,599,603,0.66
February 29 2020,Grays Harbor,WA,Passenger,122,113,235,49196,49431,0.48
April 30 2020,Montgomery,MD,Passenger,0,4,4,251,255,1.57
March 31 2020,Allegheny,PA,Passenger,1,0,1,62,63,1.59
February 29 2020,Skagit,WA,Truck,1,0,1,33479,33480,0.00
March 31 2020,Saint Clair,IL,Passenger,1,0,1,139,140,0.71
February 29 2020,Snohomish,WA,Truck,0,0,0,127298,127298,0.00
March 31 2020,Arapahoe,CO,Passenger,1,0,1,130,131,0.76
March 31 2020,Santa Barbara,CA,Passenger,1,0,1,90,91,1.10
March 31 2020,Okanogan,WA,Passenger,4,8,12,6049,6061,0.20
April 30 2020,Norfolk City,VA,Passenger,2,1,3,362,365,0.82
March 31 2020,Oldham,KY,Passenger,0,1,1,3,4,25.00
March 31 2020,Bay,FL,Passenger,1,0,1,35,36,2.78
March 31 2020,Orange,CA,Passenger,5,1,6,501,507,1.18
April 30 2020,Okanogan,WA,Truck,0,0,0,4068,4068,0.00
February 29 2020,Island,WA,Truck,1,0,1,21836,21837,0.00
March 31 2020,Skagit,WA,Truck,1,0,1,33481,33482,0.00
February 29 2020,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
April 30 2020,Pacific,WA,Passenger,39,36,75,16130,16205,0.46
March 31 2020,Pend Oreille,WA,Passenger,8,7,15,9709,9724,0.15
March 31 2020,Benton,WA,Truck,0,0,0,43712,43712,0.00
February 29 2020,Kent,MI,Passenger,0,1,1,20,21,4.76
February 29 2020,King,WA,Passenger,23996,8036,32032,1420198,1452230,2.21
March 31 2020,Sacramento,CA,Passenger,1,0,1,257,258,0.39
March 31 2020,Tarrant,TX,Passenger,1,0,1,157,158,0.63
March 31 2020,Pierce,WA,Passenger,2551,1817,4368,561581,565949,0.77
February 29 2020,Klickitat,WA,Passenger,55,42,97,16058,16155,0.60
February 29 2020,Klickitat,WA,Truck,0,0,0,8548,8548,0.00
March 31 2020,Pinellas,FL,Passenger,1,1,2,86,88,2.27
March 31 2020,San Bernardino,CA,Passenger,0,1,1,450,451,0.22
February 29 2020,Washoe,NV,Passenger,1,0,1,84,85,1.18
February 29 2020,Maricopa,AZ,Passenger,8,5,13,1226,1239,1.05
March 31 2020,Boone,MO,Passenger,0,1,1,9,10,10.00
February 29 2020,Wayne,MI,Passenger,0,1,1,56,57,1.75
March 31 2020,Bucks,PA,Passenger,1,0,1,19,20,5.00
February 29 2020,Westchester,NY,Passenger,0,1,1,25,26,3.85
February 29 2020,Mason,WA,Passenger,176,142,318,48613,48931,0.65
April 30 2020,Saint Marys,MD,Passenger,1,0,1,195,196,0.51
February 29 2020,Mason,WA,Truck,0,0,0,21218,21218,0.00
March 31 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
March 31 2020,Camden,GA,Passenger,1,1,2,150,152,1.32
February 29 2020,Whitman,WA,Passenger,43,51,94,23036,23130,0.41
March 31 2020,Santa Cruz,CA,Passenger,1,0,1,35,36,2.78
April 30 2020,San Diego,CA,Passenger,12,9,21,2792,2813,0.75
April 30 2020,Santa Clara,CA,Passenger,3,2,5,281,286,1.75
March 31 2020,Riley,KS,Passenger,1,0,1,64,65,1.54
March 31 2020,Williams,ND,Passenger,0,1,1,14,15,6.67
April 30 2020,Shelby,TN,Passenger,0,1,1,86,87,1.15
March 31 2020,Charles,MD,Passenger,0,1,1,69,70,1.43
March 31 2020,Snohomish,WA,Passenger,4562,1875,6437,546956,553393,1.16
March 31 2020,Spokane,WA,Truck,1,0,1,100439,100440,0.00
April 30 2020,Skagit,WA,Passenger,430,239,669,93465,94134,0.71
March 31 2020,Anne Arundel,MD,Passenger,1,3,4,420,424,0.94
February 29 2020,Montgomery,OH,Passenger,0,1,1,58,59,1.69
February 29 2020,Montgomery,AL,Passenger,0,1,1,37,38,2.63
March 31 2020,Stafford,VA,Passenger,1,0,1,86,87,1.15
March 31 2020,Asotin,WA,Passenger,17,13,30,12937,12967,0.23
March 31 2020,Stevens,WA,Passenger,36,35,71,32105,32176,0.22
February 29 2020,Moore,NC,Passenger,0,1,1,164,165,0.61
March 31 2020,Clallam,WA,Truck,1,0,1,22355,22356,0.00
March 31 2020,Sedgwick,KS,Passenger,1,0,1,89,90,1.11
April 30 2020,Tulsa,OK,Passenger,0,1,1,40,41,2.44
February 29 2020,Norfolk City,VA,Passenger,2,1,3,369,372,0.81
March 31 2020,Thurston,WA,Passenger,1223,785,2008,201917,203925,0.98
April 30 2020,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
March 31 2020,Columbia,WA,Passenger,3,3,6,2484,2490,0.24
March 31 2020,Spartanburg,SC,Passenger,0,1,1,37,38,2.63
March 31 2020,Tuolumne,CA,Passenger,0,1,1,8,9,11.11
February 29 2020,Pacific,WA,Truck,0,0,0,7955,7955,0.00
February 29 2020,Orange,CA,Passenger,5,1,6,501,507,1.18
February 29 2020,Pima,AZ,Passenger,2,1,3,328,331,0.91
March 31 2020,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
March 31 2020,Walla Walla,WA,Truck,0,0,0,14071,14071,0.00
March 31 2020,Davidson,TN,Passenger,1,0,1,60,61,1.64
February 29 2020,Polk,FL,Passenger,1,0,1,66,67,1.49
April 30 2020,Cascade,MT,Passenger,0,1,1,56,57,1.75
March 31 2020,Caddo,LA,Passenger,1,0,1,13,14,7.14
February 29 2020,Placer,CA,Passenger,1,0,1,84,85,1.18
March 31 2020,Westchester,NY,Passenger,0,1,1,24,25,4.00
March 31 2020,Dekalb,GA,Passenger,1,0,1,71,72,1.39
February 29 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
April 30 2020,Chaves,NM,Passenger,1,0,1,9,10,10.00
February 29 2020,Prince William,VA,Passenger,2,3,5,234,239,2.09
April 30 2020,Whitman,WA,Passenger,46,51,97,22773,22870,0.42
March 31 2020,District Of Columbia,DC,Passenger,1,3,4,209,213,1.88
April 30 2020,Chesapeake City,VA,Passenger,0,2,2,412,414,0.48
March 31 2020,Cascade,MT,Passenger,0,1,1,57,58,1.72
March 31 2020,Chaves,NM,Passenger,1,0,1,9,10,10.00
April 30 2020,Adams,WA,Truck,0,0,0,5423,5423,0.00
March 31 2020,Douglas,NE,Passenger,0,1,1,49,50,2.00
April 30 2020,Clark,WA,Passenger,2115,1111,3226,324770,327996,0.98
April 30 2020,Allegheny,PA,Passenger,1,0,1,62,63,1.59
May 31 2020,Ada,ID,Passenger,0,1,1,243,244,0.41
February 29 2020,Saint Clair,IL,Passenger,1,0,1,140,141,0.71
March 31 2020,Douglas,WA,Truck,0,0,0,12665,12665,0.00
May 31 2020,Alameda,CA,Passenger,1,0,1,250,251,0.40
April 30 2020,Arapahoe,CO,Passenger,1,0,1,125,126,0.79
March 31 2020,Erie,NY,Passenger,1,0,1,37,38,2.63
May 31 2020,Anne Arundel,MD,Passenger,0,3,3,405,408,0.74
April 30 2020,Asotin,WA,Truck,0,0,0,6828,6828,0.00
May 31 2020,Asotin,WA,Passenger,17,13,30,12698,12728,0.24
February 29 2020,San Francisco,CA,Passenger,2,1,3,85,88,3.41
February 29 2020,San Diego,CA,Passenger,10,9,19,2804,2823,0.67
March 31 2020,Denton,TX,Passenger,1,0,1,67,68,1.47
April 30 2020,Bay,FL,Passenger,1,0,1,34,35,2.86
February 29 2020,Sarasota,FL,Passenger,1,0,1,23,24,4.17
April 30 2020,Anne Arundel,MD,Passenger,0,3,3,409,412,0.73
February 29 2020,Skamania,WA,Truck,0,0,0,4271,4271,0.00
April 30 2020,Denton,TX,Passenger,1,0,1,65,66,1.52
April 30 2020,Asotin,WA,Passenger,17,13,30,12798,12828,0.23
March 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02
April 30 2020,Boone,MO,Passenger,0,1,1,9,10,10.00
February 29 2020,Spokane,WA,Passenger,735,506,1241,324410,325651,0.38
March 31 2020,Guadalupe,TX,Passenger,2,0,2,51,53,3.77
February 29 2020,Sedgwick,KS,Passenger,1,0,1,91,92,1.09
April 30 2020,Caddo,LA,Passenger,1,0,1,13,14,7.14
March 31 2020,Ferry,WA,Passenger,5,3,8,4536,4544,0.18
May 31 2020,Camden,GA,Passenger,1,1,2,149,151,1.32
February 29 2020,Stafford,VA,Passenger,1,0,1,86,87,1.15
February 29 2020,Tarrant,TX,Passenger,2,0,2,163,165,1.21
March 31 2020,Franklin,WA,Passenger,64,83,147,62340,62487,0.24
March 31 2020,Franklin,WA,Truck,0,0,0,20536,20536,0.00
February 29 2020,Suffolk City,VA,Passenger,1,0,1,117,118,0.85
April 30 2020,Fresno,CA,Passenger,1,0,1,175,176,0.57
