Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2019,Clark,WA,Truck,0,0,0,82327,82327,0.00
January 31 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
December 31 2018,Glacier,MT,Passenger,0,1,1,3,4,25.00
January 31 2019,Grays Harbor,WA,Passenger,78,81,159,48405,48564,0.33
January 31 2019,Thurston,WA,Truck,0,0,0,56382,56382,0.00
December 31 2018,Guilford,NC,Passenger,1,0,1,24,25,4.00
January 31 2019,Marion,OR,Passenger,1,0,1,108,109,0.92
January 31 2019,Cowlitz,WA,Passenger,91,111,202,73923,74125,0.27
February 28 2019,Jefferson,NY,Passenger,0,2,2,241,243,0.82
January 31 2019,Broward,FL,Passenger,1,1,2,125,127,1.57
January 31 2019,Hardin,KY,Passenger,0,1,1,105,106,0.94
February 28 2019,Klickitat,WA,Passenger,34,33,67,15826,15893,0.42
January 31 2019,Caddo,LA,Passenger,1,1,2,21,23,8.70
January 31 2019,Dekalb,GA,Passenger,1,0,1,74,75,1.33
January 31 2019,Douglas,WA,Passenger,52,34,86,28609,28695,0.30
January 31 2019,Multnomah,OR,Passenger,3,5,8,751,759,1.05
January 31 2019,Douglas,WA,Truck,0,0,0,12530,12530,0.00
January 31 2019,Dupage,IL,Passenger,1,0,1,55,56,1.79
January 31 2019,Nassau,NY,Passenger,2,0,2,31,33,6.06
January 31 2019,Jefferson,NY,Passenger,0,1,1,248,249,0.40
January 31 2019,Columbia,GA,Passenger,1,1,2,156,158,1.27
January 31 2019,Contra Costa,CA,Passenger,1,0,1,208,209,0.48
January 31 2019,Fairfax,VA,Passenger,4,3,7,792,799,0.88
January 31 2019,Kittitas,WA,Truck,0,0,0,14761,14761,0.00
January 31 2019,Klickitat,WA,Truck,0,0,0,8506,8506,0.00
January 31 2019,Cook,IL,Passenger,1,0,1,233,234,0.43
February 28 2019,Beaufort,SC,Passenger,1,0,1,31,32,3.12
January 31 2019,Larimer,CO,Passenger,0,1,1,50,51,1.96
January 31 2019,Pierce,WA,Truck,0,0,0,143573,143573,0.00
December 31 2018,Mason,WA,Passenger,129,112,241,47509,47750,0.50
February 28 2019,Moore,NC,Passenger,0,1,1,185,186,0.54
January 31 2019,Grant,WA,Passenger,36,58,94,66157,66251,0.14
January 31 2019,Gwinnett,GA,Passenger,0,1,1,76,77,1.30
January 31 2019,El Paso,CO,Passenger,1,1,2,747,749,0.27
January 31 2019,Riverside,CA,Passenger,1,2,3,656,659,0.46
December 31 2018,Miami-Dade,FL,Passenger,0,1,1,117,118,0.85
January 31 2019,Hennepin,MN,Passenger,2,0,2,100,102,1.96
February 28 2019,Bucks,PA,Passenger,1,0,1,18,19,5.26
February 28 2019,Pacific,WA,Truck,0,0,0,7847,7847,0.00
December 31 2018,Montgomery,AL,Passenger,0,1,1,45,46,2.17
January 31 2019,Ferry,WA,Passenger,3,2,5,4581,4586,0.11
February 28 2019,Pima,AZ,Passenger,0,1,1,384,385,0.26
January 31 2019,Ferry,WA,Truck,0,0,0,3775,3775,0.00
January 31 2019,Frederick,MD,Passenger,0,1,1,87,88,1.14
December 31 2018,Moore,NC,Passenger,0,1,1,194,195,0.51
January 31 2019,Saint Lucie,FL,Passenger,1,0,1,26,27,3.70
February 28 2019,Polk,FL,Passenger,1,0,1,64,65,1.54
January 31 2019,Island,WA,Passenger,302,241,543,64415,64958,0.84
January 31 2019,Island,WA,Truck,0,0,0,21795,21795,0.00
January 31 2019,Franklin,WA,Truck,0,0,0,19803,19803,0.00
January 31 2019,San Juan,WA,Truck,0,0,0,5995,5995,0.00
January 31 2019,Garfield,OK,Passenger,1,0,1,14,15,6.67
January 31 2019,Fresno,CA,Passenger,1,0,1,184,185,0.54
January 31 2019,Jackson,OK,Passenger,1,0,1,42,43,2.33
February 28 2019,Camden,GA,Passenger,0,1,1,160,161,0.62
January 31 2019,Gallatin,MT,Passenger,0,1,1,55,56,1.79
January 31 2019,Santa Clara,CA,Passenger,8,1,9,358,367,2.45
February 28 2019,Russell,AL,Passenger,1,0,1,40,41,2.44
January 31 2019,Jefferson,WA,Truck,0,0,0,9863,9863,0.00
January 31 2019,Guilford,NC,Passenger,1,0,1,24,25,4.00
January 31 2019,Oklahoma,OK,Passenger,0,1,1,117,118,0.85
January 31 2019,Juneau,AK,Passenger,0,1,1,37,38,2.63
January 31 2019,Harris,TX,Passenger,0,1,1,238,239,0.42
January 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
December 31 2018,Pend Oreille,WA,Passenger,6,5,11,9886,9897,0.11
February 28 2019,San Juan,WA,Passenger,197,72,269,14625,14894,1.81
February 28 2019,San Mateo,CA,Passenger,2,1,3,126,129,2.33
January 31 2019,Kent,DE,Passenger,0,1,1,74,75,1.33
January 31 2019,Pend Oreille,WA,Passenger,6,5,11,9888,9899,0.11
January 31 2019,Honolulu,HI,Passenger,2,1,3,497,500,0.60
January 31 2019,Kitsap,WA,Truck,1,0,1,55140,55141,0.00
February 28 2019,Columbia,GA,Passenger,1,1,2,156,158,1.27
February 28 2019,Skamania,WA,Passenger,22,15,37,8988,9025,0.41
February 28 2019,Columbia,WA,Passenger,2,2,4,2489,2493,0.16
January 31 2019,Volusia,FL,Passenger,0,1,1,32,33,3.03
January 31 2019,Kootenai,ID,Passenger,1,1,2,196,198,1.01
February 28 2019,Dekalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2019,Williamson,TX,Passenger,1,0,1,128,129,0.78
December 31 2018,Santa Fe,NM,Passenger,0,1,1,37,38,2.63
February 28 2019,District Of Columbia,DC,Passenger,1,2,3,208,211,1.42
February 28 2019,Thurston,WA,Truck,0,0,0,56377,56377,0.00
February 28 2019,Adams,WA,Truck,0,0,0,5358,5358,0.00
January 31 2019,Lincoln,WA,Truck,0,0,0,4811,4811,0.00
February 28 2019,Douglas,NE,Passenger,0,1,1,65,66,1.52
February 28 2019,Allegheny,PA,Passenger,1,0,1,76,77,1.30
January 31 2019,Los Angeles,CA,Passenger,9,4,13,1079,1092,1.19
February 28 2019,Valencia,NM,Passenger,1,0,1,7,8,12.50
February 28 2019,Arlington,VA,Passenger,1,2,3,154,157,1.91
February 28 2019,Ferry,WA,Passenger,3,2,5,4575,4580,0.11
February 28 2019,Wahkiakum,WA,Passenger,2,2,4,3072,3076,0.13
December 31 2018,Stevens,WA,Passenger,18,30,48,32706,32754,0.15
January 31 2019,Liberty,GA,Passenger,1,0,1,150,151,0.66
January 31 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
December 31 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
February 28 2019,Whatcom,WA,Passenger,841,399,1240,152257,153497,0.81
January 31 2019,Madison,ID,Passenger,1,0,1,35,36,2.78
February 28 2019,Whitman,WA,Truck,0,0,0,8768,8768,0.00
February 28 2019,Grays Harbor,WA,Truck,0,0,0,20922,20922,0.00
January 31 2019,Maricopa,AZ,Passenger,5,2,7,1385,1392,0.50
January 31 2019,Montgomery,MD,Passenger,1,3,4,281,285,1.40
February 28 2019,Guadalupe,TX,Passenger,2,0,2,65,67,2.99
January 31 2019,Marion,IN,Passenger,1,0,1,120,121,0.83
February 28 2019,Yakima,WA,Passenger,96,110,206,169137,169343,0.12
January 31 2019,Travis,TX,Passenger,1,1,2,186,188,1.06
January 31 2019,Mason,WA,Passenger,131,117,248,47695,47943,0.52
January 31 2019,Ventura,CA,Passenger,0,2,2,323,325,0.62
January 31 2019,Wahkiakum,WA,Passenger,2,2,4,3058,3062,0.13
January 31 2019,Miami-Dade,FL,Passenger,0,1,1,117,118,0.85
January 31 2019,Pacific,WA,Truck,0,0,0,7827,7827,0.00
December 31 2018,Yakima,WA,Truck,0,0,0,61316,61316,0.00
January 31 2019,Palm Beach,FL,Passenger,0,1,1,79,80,1.25
March 31 2019,Arlington,VA,Passenger,1,2,3,154,157,1.91
January 31 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
January 31 2019,Pima,AZ,Passenger,0,1,1,386,387,0.26
March 31 2019,Benton,WA,Truck,0,0,0,42839,42839,0.00
January 31 2019,Moore,NC,Passenger,0,1,1,189,190,0.53
January 31 2019,Polk,FL,Passenger,1,0,1,65,66,1.52
February 28 2019,Cochise,AZ,Passenger,0,1,1,123,124,0.81
January 31 2019,New Castle,DE,Passenger,1,0,1,23,24,4.17
January 31 2019,Yakima,WA,Truck,0,0,0,61390,61390,0.00
January 31 2019,Nueces,TX,Passenger,1,1,2,93,95,2.11
March 31 2019,Brevard,FL,Passenger,0,1,1,77,78,1.28
February 28 2019,,,Passenger,8,6,14,2167,2181,0.64
January 31 2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
January 31 2019,Beaufort,SC,Passenger,1,0,1,31,32,3.12
February 28 2019,Dekalb,GA,Passenger,1,0,1,74,75,1.33
February 28 2019,Adams,WA,Passenger,4,6,10,13073,13083,0.08
March 31 2019,Charles,MD,Passenger,0,1,1,77,78,1.28
February 28 2019,Anne Arundel,MD,Passenger,0,3,3,451,454,0.66
February 28 2019,Kittitas,WA,Passenger,77,37,114,30189,30303,0.38
February 28 2019,Asotin,WA,Passenger,13,10,23,12980,13003,0.18
February 28 2019,Klamath,OR,Passenger,1,0,1,27,28,3.57
February 28 2019,El Paso,CO,Passenger,1,2,3,743,746,0.40
January 31 2019,Norfolk City,VA,Passenger,3,2,5,360,365,1.37
January 31 2019,San Francisco,CA,Passenger,2,1,3,104,107,2.80
March 31 2019,Clallam,WA,Truck,0,0,0,22196,22196,0.00
January 31 2019,Santa Cruz,CA,Passenger,1,0,1,39,40,2.50
January 31 2019,Okanogan,WA,Truck,0,0,0,4256,4256,0.00
March 31 2019,Cochise,AZ,Passenger,0,1,1,119,120,0.83
January 31 2019,Camden,GA,Passenger,0,1,1,161,162,0.62
January 31 2019,Skamania,WA,Passenger,20,15,35,9006,9041,0.39
February 28 2019,Frederick,MD,Passenger,1,1,2,87,89,2.25
February 28 2019,Maricopa,AZ,Passenger,6,2,8,1377,1385,0.58
January 31 2019,Spokane,WA,Passenger,510,411,921,314933,315854,0.29
February 28 2019,Marion,IN,Passenger,1,0,1,116,117,0.85
January 31 2019,Pinal,AZ,Passenger,2,0,2,173,175,1.14
January 31 2019,San Juan,WA,Passenger,193,71,264,14602,14866,1.78
February 28 2019,Calvert,MD,Passenger,0,1,1,94,95,1.05
January 31 2019,San Mateo,CA,Passenger,2,1,3,128,131,2.29
March 31 2019,Deschutes,OR,Passenger,2,0,2,143,145,1.38
February 28 2019,Maui,HI,Passenger,1,0,1,49,50,2.00
January 31 2019,Santa Fe,NM,Passenger,0,1,1,37,38,2.63
January 31 2019,Clark,WA,Passenger,1426,907,2333,318038,320371,0.73
February 28 2019,Hidalgo,TX,Passenger,0,1,1,89,90,1.11
January 31 2019,Walla Walla,WA,Passenger,43,55,98,36875,36973,0.27
January 31 2019,Columbia,WA,Passenger,2,2,4,2486,2490,0.16
January 31 2019,Walla Walla,WA,Truck,0,0,0,14016,14016,0.00
February 28 2019,Jackson,OK,Passenger,1,0,1,41,42,2.38
February 28 2019,New Castle,DE,Passenger,1,0,1,23,24,4.17
February 28 2019,Jefferson,WA,Passenger,191,122,313,25319,25632,1.22
February 28 2019,Contra Costa,CA,Passenger,1,0,1,203,204,0.49
March 31 2019,Glacier,MT,Passenger,0,1,1,4,5,20.00
January 31 2019,Saint Marys,MD,Passenger,1,0,1,202,203,0.49
February 28 2019,Norfolk City,VA,Passenger,3,2,5,364,369,1.36
January 31 2019,San Diego,CA,Passenger,7,4,11,2633,2644,0.42
January 31 2019,Douglas,NE,Passenger,0,1,1,66,67,1.49
February 28 2019,Kent,DE,Passenger,0,1,1,73,74,1.35
January 31 2019,Whatcom,WA,Passenger,834,393,1227,152280,153507,0.80
January 31 2019,Douglas,OR,Passenger,1,0,1,49,50,2.00
March 31 2019,Hidalgo,TX,Passenger,0,1,1,90,91,1.10
February 28 2019,Kittitas,WA,Truck,0,0,0,14780,14780,0.00
January 31 2019,Whitman,WA,Passenger,25,42,67,23350,23417,0.29
February 28 2019,Douglas,WA,Passenger,53,34,87,28557,28644,0.30
January 31 2019,Valencia,NM,Passenger,1,0,1,7,8,12.50
February 28 2019,Kootenai,ID,Passenger,1,1,2,191,193,1.04
January 31 2019,Shelby,TN,Passenger,0,1,1,102,103,0.97
February 28 2019,Dupage,IL,Passenger,1,0,1,55,56,1.79
February 28 2019,Pacific,WA,Passenger,34,28,62,16142,16204,0.38
March 31 2019,Jefferson,NY,Passenger,0,2,2,242,244,0.82
February 28 2019,Pend Oreille,WA,Truck,0,0,0,6003,6003,0.00
February 28 2019,Fairfax,VA,Passenger,4,3,7,789,796,0.88
February 28 2019,,CA,Passenger,1,2,3,255,258,1.16
January 31 2019,Spartanburg,SC,Passenger,0,1,1,26,27,3.70
February 28 2019,Liberty,GA,Passenger,1,0,1,144,145,0.69
January 31 2019,Yakima,WA,Passenger,94,109,203,169566,169769,0.12
February 28 2019,Franklin,WA,Passenger,57,71,128,60609,60737,0.21
January 31 2019,Guadalupe,TX,Passenger,2,0,2,65,67,2.99
February 28 2019,Benton,WA,Passenger,248,254,502,135618,136120,0.37
January 31 2019,Tulsa,OK,Passenger,0,1,1,45,46,2.17
February 28 2019,Los Angeles,CA,Passenger,7,4,11,1070,1081,1.02
February 28 2019,Ada,ID,Passenger,0,2,2,287,289,0.69
February 28 2019,Guilford,NC,Passenger,1,0,1,26,27,3.70
February 28 2019,San Diego,CA,Passenger,6,4,10,2671,2681,0.37
February 28 2019,Alameda,CA,Passenger,1,2,3,309,312,0.96
March 31 2019,Liberty,GA,Passenger,1,0,1,142,143,0.70
February 28 2019,Gwinnett,GA,Passenger,0,1,1,76,77,1.30
February 28 2019,San Juan,WA,Truck,0,0,0,5993,5993,0.00
March 31 2019,Lincoln,WA,Passenger,5,7,12,7983,7995,0.15
February 28 2019,Carson City,NV,Passenger,1,0,1,9,10,10.00
February 28 2019,Shelby,TN,Passenger,0,1,1,102,103,0.97
February 28 2019,Harris,TX,Passenger,0,1,1,237,238,0.42
February 28 2019,Mason,WA,Passenger,133,121,254,47705,47959,0.53
January 31 2019,Jefferson,WA,Passenger,188,121,309,25305,25614,1.21
February 28 2019,Mecklenburg,NC,Passenger,1,0,1,78,79,1.27
February 28 2019,Skagit,WA,Passenger,311,202,513,93142,93655,0.55
February 28 2019,Clallam,WA,Passenger,163,134,297,51302,51599,0.58
March 31 2019,Manassas City,VA,Passenger,0,1,1,8,9,11.11
February 28 2019,Honolulu,HI,Passenger,2,1,3,486,489,0.61
February 28 2019,Bexar,TX,Passenger,3,4,7,668,675,1.04
February 28 2019,Howard,MD,Passenger,0,1,1,97,98,1.02
March 31 2019,Mason,WA,Truck,0,0,0,20961,20961,0.00
January 31 2019,King,WA,Passenger,17651,6961,24612,1401659,1426271,1.73
February 28 2019,Island,WA,Passenger,309,245,554,64348,64902,0.85
February 28 2019,Umatilla,WA,Passenger,0,0,0,2,2,0.00
January 31 2019,Kittitas,WA,Passenger,73,36,109,30197,30306,0.36
January 31 2019,Klamath,OR,Passenger,1,0,1,27,28,3.57
February 28 2019,Virginia Beach City,VA,Passenger,0,1,1,684,685,0.15
January 31 2019,Klickitat,WA,Passenger,33,33,66,15858,15924,0.41
February 28 2019,Cumberland,NC,Passenger,0,2,2,535,537,0.37
February 28 2019,Wahkiakum,WA,Truck,0,0,0,1773,1773,0.00
February 28 2019,Juneau,AK,Passenger,0,1,1,36,37,2.70
February 28 2019,Dakota,MN,Passenger,0,1,1,29,30,3.33
February 28 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
February 28 2019,Chelan,WA,Passenger,146,69,215,55459,55674,0.39
February 28 2019,Palm Beach,FL,Passenger,0,1,1,80,81,1.23
February 28 2019,Chelan,WA,Truck,0,0,0,22783,22783,0.00
February 28 2019,Washtenaw,MI,Passenger,1,0,1,29,30,3.33
February 28 2019,Kitsap,WA,Truck,1,0,1,55120,55121,0.00
February 28 2019,Clark,WA,Truck,0,0,0,82341,82341,0.00
February 28 2019,Pinal,AZ,Passenger,2,0,2,173,175,1.14
February 28 2019,Clay,FL,Passenger,0,1,1,83,84,1.19
March 31 2019,Okanogan,WA,Passenger,3,7,10,6225,6235,0.16
March 31 2019,Oldham,KY,Passenger,0,1,1,4,5,20.00
March 31 2019,Orange,CA,Passenger,4,1,5,546,551,0.91
February 28 2019,Duval,FL,Passenger,1,1,2,374,376,0.53
February 28 2019,Lewis,WA,Truck,0,0,0,26588,26588,0.00
January 31 2019,Mecklenburg,NC,Passenger,1,0,1,78,79,1.27
March 31 2019,Adams,WA,Passenger,4,6,10,13038,13048,0.08
March 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
February 28 2019,Clark,NV,Passenger,2,1,3,678,681,0.44
February 28 2019,Lincoln,WA,Truck,0,0,0,4811,4811,0.00
March 31 2019,Pend Oreille,WA,Passenger,6,5,11,9836,9847,0.11
February 28 2019,Cowlitz,WA,Passenger,94,115,209,73837,74046,0.28
February 28 2019,Cowlitz,WA,Truck,0,0,0,29576,29576,0.00
February 28 2019,Columbia,WA,Truck,0,0,0,1597,1597,0.00
February 28 2019,Ferry,WA,Truck,0,0,0,3778,3778,0.00
March 31 2019,Pierce,WA,Passenger,1857,1559,3416,550363,553779,0.62
February 28 2019,Flathead,MT,Passenger,1,0,1,51,52,1.92
February 28 2019,Denver,CO,Passenger,1,0,1,119,120,0.83
February 28 2019,Dale,AL,Passenger,0,1,1,66,67,1.49
January 31 2019,Okanogan,,Passenger,16,14,30,20620,20650,0.15
February 28 2019,Glacier,MT,Passenger,0,1,1,3,4,25.00
March 31 2019,Calvert,MD,Passenger,0,1,1,94,95,1.05
February 28 2019,Marion,OR,Passenger,1,0,1,105,106,0.94
January 31 2019,Pacific,WA,Passenger,34,27,61,16156,16217,0.38
February 28 2019,Deschutes,OR,Passenger,2,0,2,151,153,1.31
January 31 2019,Pend Oreille,WA,Truck,0,0,0,6005,6005,0.00
February 28 2019,Snohomish,WA,Truck,1,0,1,125907,125908,0.00
February 28 2019,El Paso,TX,Passenger,2,0,2,509,511,0.39
February 28 2019,Douglas,OR,Passenger,1,0,1,49,50,2.00
February 28 2019,Montgomery,PA,Passenger,2,0,2,25,27,7.41
March 31 2019,Clallam,WA,Passenger,165,136,301,51266,51567,0.58
March 31 2019,Riley,KS,Passenger,1,0,1,74,75,1.33
February 28 2019,Stevens,WA,Truck,0,0,0,19564,19564,0.00
February 28 2019,Nassau,NY,Passenger,2,0,2,32,34,5.88
February 28 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
January 31 2019,Prince William,VA,Passenger,0,4,4,260,264,1.52
March 31 2019,Columbia,WA,Truck,0,0,0,1598,1598,0.00
January 31 2019,Ramsey,MN,Passenger,1,0,1,37,38,2.63
March 31 2019,Contra Costa,CA,Passenger,1,0,1,209,210,0.48
February 28 2019,Fulton,GA,Passenger,1,2,3,99,102,2.94
February 28 2019,Okanogan,WA,Truck,0,0,0,4262,4262,0.00
February 28 2019,Travis,TX,Passenger,1,1,2,184,186,1.08
March 31 2019,Santa Rosa,FL,Passenger,1,0,1,84,85,1.18
January 31 2019,Russell,AL,Passenger,1,0,1,43,44,2.27
February 28 2019,Jefferson,CO,Passenger,0,2,2,65,67,2.99
February 28 2019,Grant,WA,Passenger,36,60,96,66115,66211,0.14
February 28 2019,Pierce,WA,Truck,0,0,0,143429,143429,0.00
March 31 2019,Dakota,MN,Passenger,0,1,1,30,31,3.23
March 31 2019,Skamania,WA,Passenger,23,15,38,8980,9018,0.42
February 28 2019,Grant,WA,Truck,0,0,0,27395,27395,0.00
February 28 2019,Washington,OR,Passenger,0,1,1,439,440,0.23
February 28 2019,Hennepin,MN,Passenger,2,0,2,100,102,1.96
February 28 2019,Grays Harbor,WA,Passenger,77,83,160,48412,48572,0.33
January 31 2019,Skagit,WA,Passenger,303,201,504,93244,93748,0.54
February 28 2019,Washoe,NV,Passenger,2,0,2,91,93,2.15
January 31 2019,Skagit,WA,Truck,1,0,1,33322,33323,0.00
March 31 2019,Douglas,WA,Passenger,54,34,88,28510,28598,0.31
January 31 2019,Skamania,WA,Truck,0,0,0,4192,4192,0.00
March 31 2019,Duval,FL,Passenger,1,1,2,373,375,0.53
January 31 2019,Snohomish,WA,Truck,1,0,1,126020,126021,0.00
March 31 2019,,CA,Passenger,1,2,3,253,256,1.17
March 31 2019,Allegheny,PA,Passenger,1,0,1,77,78,1.28
January 31 2019,Stevens,WA,Truck,0,0,0,19571,19571,0.00
February 28 2019,Hardin,KY,Passenger,0,1,1,105,106,0.94
March 31 2019,Flathead,MT,Passenger,1,0,1,52,53,1.89
February 28 2019,Saint Marys,MD,Passenger,1,0,1,200,201,0.50
February 28 2019,Jefferson,WA,Truck,0,0,0,9864,9864,0.00
January 31 2019,Tarrant,TX,Passenger,1,0,1,187,188,0.53
March 31 2019,Wahkiakum,WA,Passenger,2,2,4,3061,3065,0.13
March 31 2019,Franklin,WA,Passenger,59,71,130,60708,60838,0.21
February 28 2019,Santa Clara,CA,Passenger,8,1,9,355,364,2.47
February 28 2019,Island,WA,Truck,0,0,0,21761,21761,0.00
January 31 2019,Twin Falls,ID,Passenger,0,1,1,17,18,5.56
January 31 2019,Umatilla,WA,Passenger,0,0,0,2,2,0.00
February 28 2019,Shasta,CA,Passenger,1,0,1,47,48,2.08
January 31 2019,Umatilla,WA,Truck,0,0,0,2,2,0.00
February 28 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
January 31 2019,Virginia Beach City,VA,Passenger,0,1,1,685,686,0.15
January 31 2019,Wahkiakum,WA,Truck,0,0,0,1762,1762,0.00
February 28 2019,Kent,MI,Passenger,0,1,1,20,21,4.76
February 28 2019,Kern,CA,Passenger,1,1,2,241,243,0.82
March 31 2019,Howard,MD,Passenger,0,1,1,93,94,1.06
January 31 2019,Washington,OR,Passenger,0,1,1,444,445,0.22
March 31 2019,Bryan,GA,Passenger,1,0,1,57,58,1.72
February 28 2019,King,WA,Passenger,18014,7044,25058,1400630,1425688,1.76
February 28 2019,King,WA,Truck,7,1,8,187144,187152,0.00
January 31 2019,Washoe,NV,Passenger,2,0,2,93,95,2.11
February 28 2019,Klickitat,WA,Truck,0,0,0,8494,8494,0.00
February 28 2019,Tulsa,OK,Passenger,0,1,1,45,46,2.17
March 31 2019,Jefferson,CO,Passenger,0,2,2,63,65,3.08
January 31 2019,Washtenaw,MI,Passenger,1,0,1,30,31,3.23
February 28 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
March 31 2019,Carson City,NV,Passenger,1,0,1,9,10,10.00
February 28 2019,Larimer,CO,Passenger,0,1,1,49,50,2.00
February 28 2019,Walla Walla,WA,Passenger,44,55,99,36814,36913,0.27
January 31 2019,Whatcom,WA,Truck,2,0,2,43940,43942,0.00
January 31 2019,Whitman,WA,Truck,0,0,0,8781,8781,0.00
March 31 2019,King,WA,Truck,7,1,8,186854,186862,0.00
February 28 2019,Manassas City,VA,Passenger,0,1,1,8,9,11.11
February 28 2019,Lewis,WA,Passenger,103,90,193,59614,59807,0.32
March 31 2019,Chelan,WA,Truck,0,0,0,22811,22811,0.00
February 28 2019,Whitman,WA,Passenger,26,43,69,23261,23330,0.30
March 31 2019,Kitsap,WA,Truck,1,0,1,55122,55123,0.00
March 31 2019,Clackamas,OR,Passenger,0,1,1,190,191,0.52
February 28 2019,Williamson,TX,Passenger,1,0,1,130,131,0.76
February 28 2019,Albemarle,VA,Passenger,1,0,1,28,29,3.45
February 28 2019,Alexandria City,VA,Passenger,4,0,4,158,162,2.47
February 28 2019,Pend Oreille,WA,Passenger,6,5,11,9846,9857,0.11
February 28 2019,Asotin,WA,Truck,0,0,0,6867,6867,0.00
February 28 2019,Montgomery,MD,Passenger,1,3,4,281,285,1.40
March 31 2019,Ada,ID,Passenger,0,2,2,286,288,0.69
March 31 2019,Lewis,WA,Truck,0,0,0,26602,26602,0.00
March 31 2019,Alameda,CA,Passenger,3,2,5,309,314,1.59
February 28 2019,Multnomah,OR,Passenger,4,5,9,744,753,1.20
March 31 2019,Albemarle,VA,Passenger,1,0,1,27,28,3.57
April 30 2019,Clark,WA,Truck,0,0,0,82458,82458,0.00
February 28 2019,Brevard,FL,Passenger,0,1,1,80,81,1.23
February 28 2019,Okanogan,,Passenger,17,14,31,20578,20609,0.15
March 31 2019,Cumberland,NC,Passenger,0,2,2,529,531,0.38
February 28 2019,Broward,FL,Passenger,1,1,2,122,124,1.61
February 28 2019,Okanogan,WA,Passenger,3,7,10,6240,6250,0.16
February 28 2019,Oldham,KY,Passenger,0,1,1,4,5,20.00
February 28 2019,Montgomery,TX,Passenger,1,0,1,50,51,1.96
April 30 2019,Cowlitz,WA,Passenger,101,117,218,74139,74357,0.29
February 28 2019,Bryan,GA,Passenger,1,0,1,58,59,1.69
March 31 2019,Marion,OR,Passenger,1,0,1,106,107,0.93
March 31 2019,Bexar,TX,Passenger,3,4,7,655,662,1.06
February 28 2019,Santa Barbara,CA,Passenger,1,0,1,97,98,1.02
February 28 2019,Santa Fe,NM,Passenger,0,1,1,37,38,2.63
March 31 2019,Denver,CO,Passenger,1,0,1,121,122,0.82
February 28 2019,Oklahoma,OK,Passenger,0,1,1,117,118,0.85
March 31 2019,Bucks,PA,Passenger,1,0,1,18,19,5.26
February 28 2019,Pierce,WA,Passenger,1832,1531,3363,549889,553252,0.61
April 30 2019,Fairfax,VA,Passenger,4,3,7,772,779,0.90
March 31 2019,Montgomery,PA,Passenger,2,0,2,25,27,7.41
April 30 2019,Ferry,WA,Passenger,4,2,6,4565,4571,0.13
February 28 2019,Spartanburg,SC,Passenger,0,1,1,26,27,3.70
February 28 2019,Clackamas,OR,Passenger,0,1,1,197,198,0.51
March 31 2019,Montgomery,TX,Passenger,1,0,1,50,51,1.96
March 31 2019,Multnomah,OR,Passenger,4,5,9,729,738,1.22
February 28 2019,Ramsey,MN,Passenger,1,0,1,37,38,2.63
